age,annual_income,employment_length_years,loan_amount,loan_term_months,credit_history_years,num_credit_lines,num_delinquencies_2y,revolving_utilization,debt_to_income,inquiries_6m,home_ownership,loan_purpose,default
36,97832.02,6.3,5117.58,36,6.8,3,0,0.645,0.512,0,RENT,debt_consolidation,1
35,36231.22,4.1,21194.89,36,2.7,4,0,0.206,0.31,0,RENT,credit_card,0
50,36753.15,11.4,3775.05,60,4.0,2,0,0.242,0.217,1,MORTGAGE,credit_card,0
41,34054.73,9.6,9309.76,36,1.8,4,1,0.399,0.531,2,RENT,medical,1
56,74027.51,4.7,5059.36,48,5.0,5,0,0.516,0.335,2,RENT,credit_card,1
51,22683.05,13.3,9751.6,36,1.2,6,1,0.294,0.496,1,RENT,car,0
33,35531.37,15.1,7705.25,36,6.9,9,0,0.27,0.274,1,OWN,car,0
18,63534.81,10.7,19135.61,60,1.0,7,0,0.344,0.349,1,MORTGAGE,debt_consolidation,1
53,27937.27,14.2,31017.63,36,14.9,6,0,0.446,0.504,0,OWN,home_improvement,1
53,37677.91,4.9,5571.17,36,6.0,7,0,0.165,0.227,1,RENT,debt_consolidation,0
23,16052.79,2.3,6569.68,60,6.0,8,1,0.734,0.224,1,MORTGAGE,credit_card,1
55,75598.65,31.4,8063.36,36,6.8,1,1,0.633,0.364,2,RENT,debt_consolidation,1
42,37111.81,6.0,9677.15,36,18.2,4,0,0.397,0.494,2,MORTGAGE,credit_card,1
40,29596.02,4.6,18454.75,48,11.7,6,0,0.15,0.469,0,OWN,home_improvement,0
56,26575.3,5.9,5946.2,24,4.3,7,1,0.572,0.336,2,OWN,major_purchase,0
53,43044.19,2.4,9295.14,24,5.3,5,0,0.62,0.238,1,OWN,credit_card,0
45,22718.04,7.4,9466.13,36,10.6,3,1,0.42,0.329,0,MORTGAGE,small_business,0
43,157677.77,7.1,8338.0,24,1.2,5,0,0.49,0.159,1,MORTGAGE,debt_consolidation,0
45,14594.36,9.6,15623.5,36,8.6,11,1,0.844,0.172,0,RENT,major_purchase,1
34,42283.81,19.2,9451.56,48,10.0,4,0,0.414,0.293,2,MORTGAGE,credit_card,0
37,57457.38,4.5,4090.41,36,7.1,5,1,0.377,0.304,0,MORTGAGE,other,0
28,35367.25,1.6,4854.76,48,3.7,4,0,0.651,0.381,1,OWN,small_business,1
34,60880.76,3.9,10170.97,36,4.8,5,0,0.519,0.185,0,MORTGAGE,debt_consolidation,0
34,34899.2,7.0,32638.96,12,13.3,11,0,0.727,0.315,1,RENT,car,1
31,125687.25,10.3,14966.25,12,11.1,2,0,0.215,0.235,3,MORTGAGE,debt_consolidation,0
40,29278.76,1.3,19532.9,36,6.5,3,1,0.272,0.219,0,MORTGAGE,credit_card,0
34,14865.92,2.2,10692.1,36,17.0,1,0,0.386,0.229,2,OWN,medical,0
44,26524.53,0.8,11032.66,36,14.5,6,1,0.356,0.534,0,OWN,credit_card,1
20,67008.32,2.7,12683.09,36,3.0,5,1,0.666,0.243,1,RENT,debt_consolidation,1
37,50774.1,1.6,11339.64,60,2.6,6,0,0.141,0.504,0,MORTGAGE,debt_consolidation,0
39,81934.31,5.2,12287.77,36,11.1,2,0,0.383,0.319,0,RENT,debt_consolidation,0
35,71393.32,12.8,21017.62,60,5.4,7,0,0.717,0.326,1,OWN,home_improvement,0
36,38179.19,11.5,11508.53,60,6.2,8,0,0.372,0.336,0,MORTGAGE,credit_card,0
21,41398.67,2.6,10352.52,60,4.0,6,1,0.501,0.205,0,RENT,car,0
42,43829.8,2.5,28853.66,36,6.1,7,0,0.627,0.671,1,RENT,credit_card,1
45,152724.41,5.9,14822.51,24,1.5,5,0,0.495,0.769,3,OWN,major_purchase,0
43,79217.48,3.5,3755.36,48,3.4,9,1,0.235,0.318,2,MORTGAGE,debt_consolidation,1
49,153342.28,13.3,6677.19,36,8.9,8,1,0.363,0.235,1,MORTGAGE,major_purchase,0
40,86028.05,8.8,4970.58,60,11.3,5,1,0.711,0.215,2,MORTGAGE,home_improvement,1
43,52314.51,2.6,15065.54,24,4.6,8,0,0.19,0.295,3,RENT,credit_card,1
40,30925.96,6.6,24084.54,48,7.2,7,0,0.511,0.588,2,MORTGAGE,car,0
46,60526.45,2.8,17563.62,36,6.2,2,0,0.212,0.546,0,RENT,major_purchase,0
21,52392.67,1.1,10057.58,36,4.0,3,0,0.601,0.611,0,MORTGAGE,home_improvement,0
28,51456.6,8.3,31282.11,24,3.2,1,0,0.571,0.36,2,MORTGAGE,credit_card,0
55,48290.76,5.2,13082.32,60,3.0,2,1,0.622,0.383,0,MORTGAGE,small_business,1
18,17520.83,26.1,18893.87,48,1.0,6,0,0.121,0.614,1,RENT,major_purchase,0
36,108386.83,8.9,13863.82,24,4.4,5,1,0.083,0.326,1,OWN,small_business,0
51,52693.67,11.4,5668.67,60,7.5,7,0,0.577,0.304,0,RENT,car,0
37,24888.49,1.6,8630.49,36,2.7,4,0,0.209,0.344,1,MORTGAGE,medical,0
34,70613.0,1.2,14755.58,24,2.7,1,0,0.13,0.402,0,RENT,small_business,0
39,33836.32,14.5,13461.38,36,5.1,0,0,0.319,0.107,1,RENT,credit_card,0
34,73804.67,5.9,9960.82,36,17.0,5,0,0.377,0.017,1,RENT,home_improvement,0
38,87984.07,1.8,8522.44,48,21.0,7,1,0.288,0.07,3,MORTGAGE,credit_card,0
30,94920.98,5.7,15613.63,12,3.7,5,1,0.549,0.274,2,MORTGAGE,car,0
50,49587.59,1.7,19851.03,60,1.2,5,0,0.499,0.276,5,OWN,debt_consolidation,0
54,43149.33,7.3,12866.83,36,7.2,6,0,0.524,0.517,2,OWN,debt_consolidation,0
37,38405.42,12.7,28561.03,24,5.2,3,0,0.455,0.307,3,MORTGAGE,credit_card,1
23,36409.83,4.5,22362.5,48,6.0,9,1,0.107,0.201,0,RENT,debt_consolidation,1
32,53665.38,4.2,8338.44,60,15.0,4,1,0.576,0.073,0,RENT,credit_card,0
36,48284.28,7.5,17504.65,60,5.8,8,1,0.093,0.249,0,MORTGAGE,car,1
44,34409.33,11.3,60347.76,24,21.9,7,0,0.654,0.443,2,RENT,debt_consolidation,1
27,28880.4,1.0,6763.79,24,10.0,5,0,0.512,0.122,0,RENT,debt_consolidation,0
30,51030.77,16.7,15758.76,60,13.0,5,0,0.226,0.215,1,MORTGAGE,small_business,0
44,42667.44,10.2,3972.34,24,6.2,6,0,0.452,0.387,2,OWN,credit_card,1
48,28918.83,8.6,17075.43,36,8.3,5,0,0.354,0.791,1,RENT,medical,0
31,85546.39,6.5,19012.53,36,13.6,10,0,0.641,0.512,3,MORTGAGE,debt_consolidation,0
23,143580.48,9.0,10564.91,24,4.6,7,0,0.532,0.107,2,MORTGAGE,major_purchase,0
74,91988.93,2.9,9207.87,36,4.9,8,0,0.113,0.331,2,RENT,major_purchase,0
47,36457.29,5.8,10938.66,48,7.1,4,0,0.864,0.46,2,MORTGAGE,credit_card,1
35,52700.15,3.3,5354.0,36,9.1,4,0,0.368,0.625,0,RENT,debt_consolidation,0
48,126403.69,4.6,8971.49,48,5.2,7,1,0.509,0.32,3,RENT,credit_card,1
37,28409.11,5.6,10280.87,48,12.5,10,0,0.748,0.477,2,OWN,debt_consolidation,0
48,83318.62,7.3,17700.65,48,26.9,4,2,0.476,0.535,2,RENT,medical,0
40,24429.68,3.7,2782.0,24,0.1,6,1,0.268,0.17,0,MORTGAGE,credit_card,1
39,136792.53,2.0,12195.84,24,9.6,8,0,0.695,0.413,2,MORTGAGE,home_improvement,0
37,42758.66,9.3,6582.43,24,1.2,5,1,0.403,0.094,0,RENT,car,0
22,184605.07,2.9,11237.95,24,5.0,5,0,0.753,0.761,0,OWN,medical,0
59,140145.31,12.4,36797.28,60,21.9,7,0,0.678,0.625,0,MORTGAGE,home_improvement,0
28,51096.09,2.6,8052.12,12,4.1,5,0,0.204,0.137,2,RENT,medical,0
23,36472.98,4.4,4872.19,36,4.1,7,0,0.276,0.755,0,MORTGAGE,major_purchase,0
36,60302.36,9.2,4177.62,60,12.7,4,0,0.286,0.047,3,RENT,debt_consolidation,0
27,49065.56,2.2,11856.17,24,0.8,3,0,0.356,0.577,1,MORTGAGE,debt_consolidation,1
37,43440.1,3.9,22984.12,60,13.9,5,0,0.43,0.454,1,MORTGAGE,credit_card,1
46,21764.55,7.3,4044.74,60,15.2,7,0,0.537,0.159,1,RENT,debt_consolidation,0
49,40822.78,7.2,16800.16,36,8.5,5,0,0.359,0.461,1,RENT,debt_consolidation,0
47,29414.31,10.4,7303.17,48,4.6,4,0,0.349,0.27,2,MORTGAGE,debt_consolidation,0
35,73379.97,9.1,10770.72,24,5.1,7,0,0.182,0.203,1,RENT,medical,0
39,93441.35,6.6,24510.03,60,0.9,6,0,0.071,0.514,0,OWN,car,0
42,81420.0,5.8,9083.42,48,5.4,6,0,0.582,0.485,1,RENT,debt_consolidation,0
19,65401.88,12.7,14585.43,36,2.0,1,0,0.44,0.487,1,MORTGAGE,major_purchase,0
44,33890.88,10.3,7567.6,36,12.7,3,1,0.237,0.161,2,RENT,credit_card,0
22,60655.79,15.5,9228.73,36,5.0,7,0,0.596,0.241,1,RENT,debt_consolidation,0
60,83785.97,12.6,10454.7,24,6.9,3,0,0.231,0.128,1,OWN,credit_card,0
34,39244.65,1.0,9453.67,36,17.0,2,0,0.578,0.272,1,RENT,credit_card,0
36,57840.39,7.7,3132.6,12,8.1,5,1,0.341,0.609,0,RENT,credit_card,1
30,50010.89,2.5,11662.98,36,6.7,5,2,0.617,0.373,1,MORTGAGE,home_improvement,1
31,135171.78,2.0,15605.09,36,9.8,3,1,0.209,0.226,0,MORTGAGE,credit_card,0
63,86539.09,1.9,11893.39,36,7.2,6,0,0.255,0.024,2,RENT,medical,0
48,75738.19,7.5,18518.51,12,14.3,1,1,0.789,0.132,0,OWN,credit_card,1
21,21074.49,2.8,13123.42,36,1.8,4,1,0.341,0.099,1,MORTGAGE,other,1
55,59579.12,5.1,4752.16,36,1.6,4,0,0.497,0.375,1,RENT,home_improvement,0
51,49748.85,6.2,8552.27,36,11.2,8,0,0.693,0.369,2,MORTGAGE,debt_consolidation,1
35,49512.9,11.5,6102.23,36,9.1,4,1,0.11,0.057,0,MORTGAGE,debt_consolidation,0
41,22928.19,1.5,2284.65,12,7.3,8,0,0.436,0.464,1,MORTGAGE,medical,1
38,29784.02,13.1,20290.5,12,20.4,4,0,0.171,0.071,2,RENT,major_purchase,0
60,52187.09,2.0,61491.25,24,0.9,5,1,0.321,0.363,1,MORTGAGE,home_improvement,0
29,99997.02,1.9,7298.41,36,10.7,3,0,0.574,0.233,1,MORTGAGE,credit_card,0
40,39152.18,6.4,12319.32,24,10.9,2,1,0.148,0.469,0,RENT,credit_card,0
33,43479.02,4.2,6309.04,24,7.2,4,0,0.169,0.352,1,MORTGAGE,small_business,0
22,144292.91,1.7,12496.59,36,5.0,9,0,0.569,0.247,3,MORTGAGE,debt_consolidation,1
62,46016.15,1.1,22791.42,36,4.9,4,0,0.303,0.551,2,RENT,car,1
25,50471.58,7.0,14788.61,36,8.0,5,0,0.301,0.136,1,RENT,car,0
40,50848.98,20.1,20019.15,60,16.3,3,0,0.49,0.26,0,RENT,debt_consolidation,1
19,25847.58,6.0,26618.31,36,2.0,5,0,0.153,0.532,1,OWN,debt_consolidation,0
34,74197.74,3.6,30903.16,24,12.6,4,0,0.556,0.35,0,OWN,debt_consolidation,0
43,37832.29,5.6,13232.63,60,2.6,7,0,0.243,0.546,0,MORTGAGE,car,0
29,53287.72,1.3,6560.01,48,12.0,8,0,0.569,0.247,0,OWN,credit_card,0
44,69175.71,11.3,7434.35,48,10.8,8,0,0.426,0.503,2,RENT,credit_card,0
35,157693.2,5.6,10001.69,48,9.2,7,0,0.46,0.233,0,OWN,debt_consolidation,0
51,26244.89,2.7,9284.91,48,4.7,4,0,0.24,0.194,0,RENT,car,0
53,87180.87,3.6,4717.08,48,19.3,3,0,0.898,0.582,1,RENT,debt_consolidation,1
32,87360.44,6.5,10818.12,24,8.0,5,0,0.424,0.299,0,MORTGAGE,debt_consolidation,0
39,38138.59,5.5,11829.73,36,10.8,4,0,0.5,0.298,0,MORTGAGE,major_purchase,0
40,75337.03,8.1,6375.54,48,6.9,6,0,0.293,0.165,0,RENT,home_improvement,0
45,133771.7,4.7,10563.63,24,3.6,6,1,0.564,0.441,1,MORTGAGE,credit_card,1
38,35570.28,2.8,5418.11,60,4.7,8,0,0.474,0.085,1,RENT,debt_consolidation,0
40,61871.1,3.6,12669.38,48,10.5,2,2,0.365,0.206,1,RENT,credit_card,1
35,67686.41,9.7,6673.25,60,15.3,14,0,0.376,0.083,0,MORTGAGE,home_improvement,0
39,72678.32,10.1,13292.71,24,22.0,2,1,0.405,0.334,1,OWN,home_improvement,1
52,82711.21,7.1,15726.81,12,2.2,3,0,0.735,0.315,3,RENT,debt_consolidation,1
45,59365.45,2.1,17704.44,12,2.5,9,0,0.533,0.48,1,MORTGAGE,credit_card,1
46,71853.88,8.1,31653.81,60,1.3,9,0,0.332,0.623,1,OWN,debt_consolidation,1
46,32816.59,8.0,14491.86,36,16.5,2,0,0.357,0.432,1,RENT,other,1
36,59290.35,8.1,10670.06,36,6.5,2,1,0.042,0.353,2,RENT,major_purchase,1
42,41689.82,3.2,19082.5,48,12.8,4,1,0.204,0.227,1,MORTGAGE,credit_card,0
26,27545.49,4.0,4236.15,36,0.7,4,2,0.551,0.086,0,RENT,home_improvement,0
52,40944.41,7.8,8462.43,36,6.2,8,0,0.681,0.125,0,OWN,credit_card,0
18,62830.82,2.8,8189.23,48,1.0,3,0,0.538,0.198,1,OWN,debt_consolidation,0
37,68850.21,2.8,6851.47,36,5.8,3,0,0.365,0.202,1,RENT,debt_consolidation,0
51,26966.42,9.1,9624.0,24,17.4,1,1,0.663,0.387,1,RENT,medical,0
23,32347.04,7.2,38370.07,60,4.9,5,0,0.368,0.19,0,RENT,other,0
42,80705.42,5.9,9559.88,60,8.5,3,0,0.744,0.276,0,MORTGAGE,car,0
31,71645.2,4.0,14866.3,24,14.0,2,0,0.82,0.423,0,RENT,car,1
34,88248.01,9.8,6658.81,36,0.3,8,0,0.41,0.266,3,RENT,home_improvement,0
48,114956.23,6.8,6942.3,48,3.4,4,0,0.369,0.506,1,RENT,major_purchase,0
40,72826.7,3.9,6284.46,60,6.5,3,0,0.302,0.225,1,OWN,debt_consolidation,0
18,43124.9,12.3,7008.9,48,1.0,3,0,0.545,0.392,0,MORTGAGE,debt_consolidation,0
27,57708.93,11.4,26878.44,12,3.7,2,1,0.309,0.099,2,OWN,debt_consolidation,0
49,134988.3,4.6,8649.32,36,13.5,5,0,0.24,0.364,1,RENT,credit_card,0
43,247817.27,2.8,6924.26,48,23.1,7,0,0.618,0.303,1,MORTGAGE,small_business,1
57,69891.76,13.0,14415.22,36,2.7,5,0,0.068,0.229,1,MORTGAGE,debt_consolidation,0
57,72733.31,4.8,11645.23,48,4.0,1,0,0.573,0.44,1,RENT,credit_card,0
34,80752.13,5.6,30361.95,12,7.6,5,0,0.419,0.27,1,OWN,debt_consolidation,0
66,54889.98,12.8,13570.58,24,3.9,9,1,0.634,0.183,2,RENT,credit_card,1
38,102756.73,5.5,25571.55,48,4.3,6,1,0.492,0.442,0,MORTGAGE,major_purchase,1
27,94317.77,9.8,5444.04,24,10.0,3,0,0.383,0.366,1,RENT,small_business,1
31,65835.01,1.0,10287.75,60,11.0,2,0,0.186,0.515,1,RENT,debt_consolidation,0
18,45482.78,3.2,16929.3,36,1.0,5,0,0.586,0.783,0,RENT,small_business,0
56,23473.26,2.5,7287.26,24,7.9,6,1,0.73,0.037,0,RENT,major_purchase,0
56,81050.48,9.4,11558.9,24,0.5,6,1,0.665,0.198,2,OWN,car,0
27,60905.09,10.2,5385.07,24,10.0,3,1,0.319,0.131,0,RENT,debt_consolidation,0
35,36106.48,3.0,10591.29,36,18.0,3,0,0.621,0.261,2,RENT,credit_card,0
39,29101.47,9.5,4546.52,36,4.6,6,1,0.627,0.851,2,MORTGAGE,medical,1
27,77947.29,7.6,6876.82,60,4.8,4,0,0.185,0.476,1,OWN,home_improvement,0
19,22456.16,5.6,5092.48,60,2.0,3,1,0.19,0.54,1,RENT,home_improvement,1
36,63882.62,3.5,9569.28,36,6.9,4,0,0.632,0.554,2,MORTGAGE,debt_consolidation,1
34,86159.26,1.1,14973.69,36,14.1,4,0,0.309,0.306,1,RENT,car,0
34,73309.18,22.1,4790.24,36,7.6,6,0,0.437,0.506,2,MORTGAGE,credit_card,1
40,43699.55,0.6,14544.88,36,20.6,4,0,0.397,0.296,1,OWN,medical,0
54,27250.96,2.5,7596.04,36,4.2,8,0,0.464,0.268,1,RENT,home_improvement,1
35,74821.5,4.1,3050.29,24,7.2,2,0,0.23,0.387,0,MORTGAGE,major_purchase,1
40,104850.17,18.3,17202.91,36,2.6,3,0,0.697,0.44,1,MORTGAGE,debt_consolidation,0
46,39537.18,4.0,13754.06,24,3.5,6,1,0.166,0.466,1,RENT,credit_card,0
44,71596.36,2.8,8694.61,48,10.2,9,0,0.34,0.315,1,MORTGAGE,major_purchase,0
31,129292.6,6.2,18317.7,24,14.0,5,0,0.183,0.116,1,OWN,credit_card,0
39,65275.1,5.9,38366.15,48,6.8,5,1,0.437,0.284,0,OWN,debt_consolidation,1
44,43552.22,5.0,11679.05,12,11.3,4,0,0.214,0.212,2,MORTGAGE,credit_card,0
26,96035.14,3.9,22151.91,48,1.6,4,0,0.199,0.508,1,RENT,major_purchase,0
52,36110.59,12.4,4100.89,48,6.3,2,0,0.31,0.097,3,RENT,medical,0
54,26529.02,7.3,13898.58,24,11.3,8,0,0.457,0.179,3,RENT,other,1
30,84692.02,4.7,14476.52,48,6.0,2,0,0.586,0.232,0,MORTGAGE,car,0
40,43330.44,3.4,14323.6,36,3.2,1,1,0.587,0.292,2,MORTGAGE,debt_consolidation,0
45,45520.29,0.8,4691.13,48,5.4,5,0,0.212,0.191,0,MORTGAGE,debt_consolidation,0
32,38375.81,3.6,7850.25,48,15.0,5,0,0.449,0.584,0,RENT,major_purchase,0
43,41770.7,6.6,13212.99,24,6.5,1,0,0.273,0.816,1,RENT,medical,1
40,117203.66,4.8,10471.62,48,7.5,9,0,0.107,0.791,1,MORTGAGE,debt_consolidation,0
22,135181.6,1.4,8862.71,48,5.0,2,0,0.132,0.387,2,OWN,medical,0
43,145399.19,8.8,16208.17,36,13.1,7,0,0.229,0.482,2,MORTGAGE,major_purchase,0
26,98672.97,4.3,7226.29,36,0.3,9,0,0.462,0.351,2,RENT,home_improvement,1
48,70013.91,6.8,8616.51,48,3.4,3,1,0.461,0.353,1,RENT,small_business,0
31,24642.87,10.7,15410.86,60,5.0,5,0,0.295,0.768,2,MORTGAGE,credit_card,0
36,48867.19,1.7,21589.55,36,13.6,6,0,0.326,0.349,2,MORTGAGE,major_purchase,0
53,177409.34,4.0,13070.01,36,1.6,4,0,0.305,0.105,1,OWN,debt_consolidation,0
43,42634.03,5.7,28724.38,36,5.4,6,2,0.41,0.17,1,RENT,debt_consolidation,1
26,124589.48,2.6,28125.48,36,5.8,9,0,0.554,0.233,4,MORTGAGE,credit_card,0
27,55841.34,11.2,31738.19,48,2.2,2,0,0.848,0.448,1,RENT,debt_consolidation,1
31,12419.48,2.6,5963.41,48,12.7,4,0,0.603,0.369,2,RENT,home_improvement,0
42,77054.41,0.8,10345.91,36,11.3,6,0,0.504,0.233,1,RENT,credit_card,0
42,108710.11,7.6,11864.27,48,1.1,4,1,0.406,0.707,0,RENT,home_improvement,0
29,52735.93,12.2,5977.55,60,9.1,6,1,0.419,0.27,0,MORTGAGE,credit_card,0
25,106742.86,21.1,9710.1,36,8.0,8,1,0.623,0.618,2,MORTGAGE,home_improvement,0
41,21648.57,6.1,7230.67,24,4.5,7,0,0.336,0.453,0,MORTGAGE,debt_consolidation,1
36,25284.32,5.1,3010.19,60,19.0,6,1,0.559,0.313,3,MORTGAGE,debt_consolidation,1
62,60637.9,4.2,5793.74,60,15.4,5,0,0.436,0.275,2,RENT,home_improvement,0
38,70432.71,5.4,11115.6,36,8.2,6,0,0.231,0.106,4,OWN,car,0
58,114247.04,4.4,30350.01,36,10.5,11,0,0.395,0.277,1,RENT,debt_consolidation,0
25,76988.28,2.3,4984.16,12,2.3,8,0,0.709,0.2,3,RENT,debt_consolidation,0
21,28099.41,1.9,22952.55,12,4.0,7,0,0.596,0.299,0,OWN,small_business,0
26,60911.37,14.6,10941.41,12,8.3,4,0,0.226,0.216,2,RENT,small_business,0
51,75387.75,3.7,10090.62,48,6.0,1,0,0.895,0.336,1,MORTGAGE,home_improvement,1
57,19325.32,5.1,6617.15,36,6.4,3,0,0.337,0.418,0,MORTGAGE,home_improvement,0
29,52891.69,16.7,8375.31,48,7.2,5,0,0.589,0.259,1,RENT,credit_card,1
33,45045.56,3.7,9384.98,36,1.6,4,0,0.252,0.66,2,MORTGAGE,home_improvement,1
25,37794.5,2.6,16968.62,24,3.6,4,1,0.233,0.484,1,RENT,small_business,0
18,71276.89,8.8,9968.58,48,1.0,5,0,0.083,0.517,1,RENT,home_improvement,1
46,28786.88,10.6,32019.34,24,3.8,6,0,0.637,0.453,1,OWN,medical,0
40,68137.55,1.4,5459.53,24,14.0,4,0,0.345,0.271,0,RENT,medical,0
38,73697.2,16.2,26326.35,36,21.0,8,0,0.488,0.241,0,RENT,debt_consolidation,0
23,98328.56,4.1,7124.43,60,6.0,9,1,0.381,0.132,1,OWN,major_purchase,0
56,29205.71,4.5,7564.39,60,5.0,9,0,0.421,0.374,2,OWN,medical,1
32,23673.73,3.1,14011.31,36,15.0,7,0,0.289,0.025,0,OWN,debt_consolidation,1
44,63158.14,2.2,5421.87,48,1.3,6,0,0.475,0.527,2,MORTGAGE,credit_card,0
22,46283.96,8.5,28172.1,48,5.0,7,0,0.123,0.288,0,OWN,small_business,1
36,267388.42,3.1,10205.01,24,19.0,4,0,0.602,0.521,0,MORTGAGE,debt_consolidation,0
41,69715.24,6.9,11765.49,36,9.5,3,0,0.443,0.227,0,MORTGAGE,credit_card,0
42,55937.43,3.6,11121.63,36,3.7,3,0,0.547,0.115,1,MORTGAGE,debt_consolidation,0
40,49263.79,0.9,19422.92,48,3.6,3,1,0.127,0.458,1,MORTGAGE,credit_card,0
43,27724.34,4.5,6713.74,36,16.2,3,1,0.581,0.231,1,RENT,debt_consolidation,0
26,73875.38,7.2,5314.95,36,9.0,5,1,0.313,0.27,0,MORTGAGE,small_business,0
40,51868.67,0.7,12260.6,12,9.3,8,1,0.292,0.259,1,MORTGAGE,debt_consolidation,0
39,51892.39,9.5,10131.27,60,10.8,11,0,0.609,0.39,1,OWN,credit_card,0
41,57064.86,3.6,8582.33,60,2.2,5,0,0.338,0.125,1,MORTGAGE,debt_consolidation,0
39,61185.58,1.5,19287.83,60,8.8,10,1,0.173,0.387,2,RENT,major_purchase,0
24,20814.59,1.7,8846.34,60,7.0,3,0,0.371,0.215,0,MORTGAGE,debt_consolidation,0
24,85850.5,3.5,4740.9,48,4.9,5,0,0.419,0.05,1,MORTGAGE,small_business,0
18,34011.55,6.4,65550.95,24,1.0,2,0,0.238,0.352,0,MORTGAGE,medical,0
47,50215.66,11.4,6992.3,36,5.7,5,0,0.166,0.193,0,OWN,debt_consolidation,1
47,109891.38,7.0,15756.36,24,3.1,8,1,0.289,0.368,2,MORTGAGE,medical,0
47,144162.54,4.5,10147.97,12,4.9,5,0,0.537,0.061,1,MORTGAGE,home_improvement,0
41,21263.09,1.1,2430.31,24,6.0,6,0,0.19,0.229,1,OWN,credit_card,1
18,55085.11,9.6,6840.31,48,1.0,8,0,0.312,0.162,0,MORTGAGE,debt_consolidation,0
27,62950.39,9.0,9681.7,48,1.8,4,0,0.717,0.135,2,MORTGAGE,credit_card,0
40,23643.85,5.9,2374.75,48,2.2,6,0,0.596,0.234,4,RENT,debt_consolidation,1
39,84240.01,12.1,5653.33,36,3.8,5,0,0.479,0.635,1,RENT,car,0
36,57753.8,2.0,7510.85,12,0.2,5,1,0.222,0.829,1,RENT,home_improvement,1
42,60281.94,13.6,9012.21,36,3.2,3,0,0.199,0.358,0,RENT,major_purchase,0
38,32707.05,8.4,23532.89,36,7.4,3,1,0.243,0.305,3,MORTGAGE,debt_consolidation,0
39,67988.08,10.9,9430.05,36,0.9,4,0,0.177,0.172,2,RENT,car,0
31,85907.22,3.6,7686.5,36,14.0,11,0,0.413,0.254,1,OWN,credit_card,1
49,58105.4,7.7,18749.5,36,10.1,3,0,0.394,0.523,0,RENT,debt_consolidation,0
33,40836.65,1.3,6539.99,24,3.8,2,1,0.363,0.737,2,RENT,other,0
23,42623.54,13.0,32142.11,60,6.0,7,0,0.5,0.424,2,RENT,credit_card,0
30,61158.1,15.4,6996.33,36,1.0,2,1,0.672,0.477,2,OWN,small_business,0
34,55650.07,3.8,8627.92,60,10.1,6,1,0.396,0.236,2,MORTGAGE,major_purchase,1
49,89112.26,10.7,9478.97,36,7.7,8,0,0.408,0.655,1,MORTGAGE,credit_card,0
38,41600.1,6.4,15778.65,48,1.5,5,0,0.695,0.249,1,MORTGAGE,credit_card,1
36,27719.48,5.3,18428.96,60,2.6,7,1,0.164,0.392,3,OWN,credit_card,0
24,66016.66,4.9,13230.1,36,1.0,6,1,0.478,0.205,1,RENT,major_purchase,0
47,41662.58,4.6,7928.63,36,12.0,2,0,0.474,0.13,2,MORTGAGE,credit_card,0
31,83368.44,8.5,5394.14,36,4.7,5,0,0.613,0.464,2,OWN,home_improvement,1
37,54401.46,6.1,13495.55,24,20.0,1,0,0.331,0.182,1,MORTGAGE,debt_consolidation,0
54,77664.01,1.4,15142.6,48,9.9,5,0,0.326,0.482,3,RENT,credit_card,1
44,31011.88,2.1,18628.99,12,5.7,5,0,0.116,0.241,1,OWN,medical,0
20,58621.83,12.3,4927.36,36,3.0,3,0,0.298,0.488,3,MORTGAGE,small_business,0
19,36879.28,3.2,11124.68,36,2.0,7,0,0.907,0.721,1,MORTGAGE,home_improvement,1
37,27689.11,10.1,5213.91,36,6.6,8,0,0.254,0.613,0,OWN,credit_card,0
25,33738.36,3.6,11946.91,36,8.0,4,0,0.497,0.389,1,MORTGAGE,debt_consolidation,0
45,40156.42,0.7,7770.65,24,14.5,8,0,0.832,0.248,2,OWN,debt_consolidation,1
38,107428.63,1.0,7202.98,12,4.5,7,0,0.26,0.759,1,MORTGAGE,other,0
40,39576.18,2.5,24009.03,36,8.0,3,0,0.469,0.332,0,MORTGAGE,other,0
30,26920.76,2.3,21507.47,60,1.4,4,0,0.242,0.265,1,OWN,medical,0
57,58239.12,4.6,12399.57,24,4.9,4,0,0.55,0.096,0,OWN,medical,0
69,55052.87,1.9,7668.7,24,2.2,8,0,0.241,0.41,0,MORTGAGE,debt_consolidation,0
35,41331.11,20.1,16905.73,60,2.8,7,0,0.424,0.657,0,RENT,debt_consolidation,0
42,49579.22,8.1,18783.23,24,17.6,6,1,0.075,0.468,1,RENT,car,1
39,92681.57,2.7,10812.61,36,1.7,4,0,0.681,0.447,0,RENT,debt_consolidation,0
35,78345.84,5.5,17775.88,24,3.6,6,0,0.496,0.469,0,MORTGAGE,other,0
29,74706.82,9.0,11024.31,12,3.9,8,0,0.623,0.44,2,RENT,debt_consolidation,1
26,28253.61,14.9,7934.66,48,9.0,2,0,0.569,0.236,0,OWN,credit_card,0
26,265030.83,5.1,13086.18,24,8.1,3,0,0.742,0.365,2,RENT,debt_consolidation,0
42,96585.96,6.0,5600.78,36,2.5,5,0,0.45,0.45,1,RENT,credit_card,1
32,71995.99,4.8,6143.97,36,9.3,6,0,0.365,0.181,1,RENT,credit_card,0
18,28556.18,15.3,4152.25,12,1.0,9,0,0.659,0.319,1,MORTGAGE,home_improvement,0
